A1,A2,A3
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2011,13
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2012,14
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2013,10
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2014,8
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2015,14
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2016,14
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2017,14
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2018,17
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Lise Ve Dengi Meslek Okulu,2019,29
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2009,22
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2010,23
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2011,15
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2012,23
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2013,15
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2014,14
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2015,14
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2016,11
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2017,13
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2018,19
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilen Fakat Bir Okul Bitirmeyen,2019,5
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2009,52
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2010,26
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2011,34
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2012,36
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2013,24
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2014,21
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2015,27
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2016,17
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2017,11
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2018,14
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Okuma Yazma Bilmeyen,2019,5
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2009,7
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2010,2
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2011,3
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2012,6
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2013,4
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2014,3
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2015,8
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2016,7
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2017,8
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2018,8
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Ortaokul Veya Dengi Meslek Ortaokul,2019,11
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Yüksek Öğretim,2009,10
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Yüksek Öğretim,2010,11
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Yüksek Öğretim,2011,14
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Yüksek Öğretim,2012,11
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Yüksek Öğretim,2013,17
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Yüksek Öğretim,2014,13
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Yüksek Öğretim,2015,21
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Yüksek Öğretim,2016,32
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Yüksek Öğretim,2017,28
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Yüksek Öğretim,2018,31
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:Yüksek Öğretim,2019,33
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:İlkokul,2009,30
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:İlkokul,2010,40
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:İlkokul,2011,28
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:İlkokul,2012,43
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:İlkokul,2013,44
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:İlkokul,2014,30
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:İlkokul,2015,52
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:İlkokul,2016,55
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:İlkokul,2017,57
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:İlkokul,2018,58
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:İlkokul,2019,48
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:İlköğretim,2010,1
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:İlköğretim,2011,4
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:İlköğretim,2012,2
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:İlköğretim,2013,2
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:İlköğretim,2014,1
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:İlköğretim,2015,7
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:İlköğretim,2016,6
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:İlköğretim,2017,9
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:İlköğretim,2018,11
Erkeğin yaş grubu:60+ ve Erkeğin eğitim durumu:İlköğretim,2019,3
Erkeğin yaş grubu:Bilinmeyen ve Erkeğin eğitim durumu:İlköğretim,2013,1
,,,
